Lake,Trip_Date,SampNo,STime,Effort,SampSite,UTMEasting,UTMNorthing,Species,Length,Weight
Acton,8/3/2015,3,2117,2380,MID2,693606,4382349,20003,27,
Acton,8/3/2015,3,2117,2380,MID2,693606,4382349,20003,69,
Acton,8/3/2015,3,2117,2380,MID2,693606,4382349,20003,30,
Acton,8/3/2015,3,2117,2380,MID2,693606,4382349,20003,31,
Acton,8/3/2015,3,2117,2380,MID2,693606,4382349,20003,33,
Acton,8/3/2015,3,2117,2380,MID2,693606,4382349,20003,25,
Acton,8/3/2015,3,2117,2380,MID2,693606,4382349,20003,26,
Acton,8/3/2015,3,2117,2380,MID2,693606,4382349,20003,27,
Acton,8/3/2015,3,2117,2380,MID2,693606,4382349,20003,77,
Acton,8/3/2015,3,2117,2380,MID2,693606,4382349,20003,29,
Acton,8/3/2015,3,2117,2380,MID2,693606,4382349,20003,24,
Acton,8/3/2015,3,2117,2380,MID2,693606,4382349,20003,76,
Acton,8/3/2015,3,2117,2380,MID2,693606,4382349,20003,33,
Acton,8/3/2015,3,2117,2380,MID2,693606,4382349,20003,27,
Acton,8/3/2015,3,2117,2380,MID2,693606,4382349,20003,30,
Acton,8/3/2015,3,2117,2380,MID2,693606,4382349,20003,79,
Acton,8/3/2015,3,2117,2380,MID2,693606,4382349,20003,27,
Acton,8/3/2015,3,2117,2380,MID2,693606,4382349,20003,31,
Acton,8/3/2015,3,2117,2380,MID2,693606,4382349,20003,38,
Acton,8/3/2015,3,2117,2380,MID2,693606,4382349,20003,73,
Acton,8/3/2015,3,2117,2380,MID2,693606,4382349,20003,28,
Acton,8/3/2015,3,2117,2380,MID2,693606,4382349,77001,140,
Acton,8/3/2015,3,2117,2380,MID2,693606,4382349,77001,146,
Acton,8/3/2015,3,2117,2380,MID2,693606,4382349,77001,75,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,24,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,31,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,73,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,29,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,82,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,67,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,27,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,63,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,31,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,94,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,25,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,52,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,82,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,78,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,27,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,96,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,26,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,34,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,37,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,34,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,37,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,70,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,22,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,28,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,28,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,72,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,43,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,29,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,31,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,26,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,41,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,30,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,66,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,31,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,78,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,73,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,52,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,24,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,77,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,76,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,31,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,62,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,71,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,31,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,27,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,31,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,28,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,82,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,58,
Acton,8/3/2015,4,2131,2389,MID1,693966,438164,20003,30,
Acton,8/3/2015,5,2144,2454,LOW2,694247,4381448,20003,87,
Acton,8/3/2015,5,2144,2454,LOW2,694247,4381448,20003,85,
Acton,8/3/2015,5,2144,2454,LOW2,694247,4381448,20003,65,
Acton,8/3/2015,5,2144,2454,LOW2,694247,4381448,20003,87,
Acton,8/3/2015,5,2144,2454,LOW2,694247,4381448,20003,22,
Acton,8/3/2015,5,2144,2454,LOW2,694247,4381448,20003,27,
Acton,8/3/2015,5,2144,2454,LOW2,694247,4381448,20003,28,
Acton,8/3/2015,5,2144,2454,LOW2,694247,4381448,20003,29,
Acton,8/3/2015,5,2144,2454,LOW2,694247,4381448,20003,30,
Acton,8/3/2015,5,2144,2454,LOW2,694247,4381448,20003,24,
Acton,8/3/2015,5,2144,2454,LOW2,694247,4381448,20003,86,
Acton,8/3/2015,5,2144,2454,LOW2,694247,4381448,20003,92,
Acton,8/3/2015,5,2144,2454,LOW2,694247,4381448,20003,29,
Acton,8/3/2015,5,2144,2454,LOW2,694247,4381448,20003,86,
Acton,8/3/2015,5,2144,2454,LOW2,694247,4381448,20003,32,
Acton,8/3/2015,5,2144,2454,LOW2,694247,4381448,20003,83,
Acton,8/3/2015,5,2144,2454,LOW2,694247,4381448,20003,30,
Acton,8/3/2015,5,2144,2454,LOW2,694247,4381448,20003,28,
Acton,8/3/2015,5,2144,2454,LOW2,694247,4381448,20003,27,
Acton,8/3/2015,5,2144,2454,LOW2,694247,4381448,20003,82,
Acton,8/3/2015,5,2144,2454,LOW2,694247,4381448,20003,24,
